OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,Order Quantity,Discount Applied,Unit Price,Unit Cost,Customer Names,Product Name,Sales Team,City Name,Population,Household Income,Median Income,State,Unit Profit
SO - 0003644,Distributor,WARE-UHY1004,2019-02-04,2019-07-22,2019-08-07,2019-08-17,USD,7,0.1,5427.0,3201.93,Trigen ,Collectibles,Roy Rice,Woodbridge (Township),102105,33375,79720,New Jersey,2225.07
SO - 0003645,Online,WARE-MKL1006,2019-02-04,2019-07-22,2019-08-14,2019-08-21,USD,3,0.1,2505.8,1854.2920000000001,E. Ltd,Platters,Nicholas Cunningham,Everett,108010,42079,49578,Washington,651.508
SO - 0003646,In-Store,WARE-NMK1003,2019-05-15,2019-07-22,2019-07-30,2019-08-03,USD,3,0.075,3162.4,2624.792,Dharma Ltd,Furniture Cushions,Jonathan Hawkins,Louisville,760026,0,0,Kentucky,537.6080000000002
SO - 0003647,Wholesale,WARE-UHY1004,2019-05-15,2019-07-22,2019-07-29,2019-08-06,USD,1,0.05,3122.2000000000003,1717.2100000000003,Capweld ,Ornaments,Shawn Torres,Columbia,119108,45024,44907,Missouri,1404.99
SO - 0003648,Online,WARE-UHY1004,2019-05-15,2019-07-22,2019-08-14,2019-08-18,USD,2,0.15,1125.6000000000001,450.24000000000007,Medsep Group,Phones,Todd Roberts,Boston,667137,256294,55777,Massachusetts,675.3600000000001
SO - 0003649,In-Store,WARE-MKL1006,2019-05-15,2019-07-22,2019-08-01,2019-08-04,USD,3,0.05,2385.2000000000003,1311.8600000000004,Sundial ,Floral,Joshua Ryan,Hampton,136454,52940,49190,Virginia,1073.34
SO - 0003650,Online,WARE-PUJ1005,2019-05-15,2019-07-22,2019-08-17,2019-08-21,USD,8,0.15,3832.4,2376.088,Bare ,Stemware,Anthony Berry,Lubbock,249042,90433,44648,Texas,1456.312
SO - 0003651,In-Store,WARE-PUJ1005,2019-02-04,2019-07-22,2019-08-12,2019-08-17,USD,1,0.15,1762.1000000000001,722.461,"3LAB, Ltd",Clocks,Shawn Cook,Lewisville,104039,38430,57267,Texas,1039.6390000000001
SO - 0003652,In-Store,WARE-MKL1006,2019-02-04,2019-07-23,2019-07-31,2019-08-02,USD,4,0.075,978.2,469.536,Eminence Corp,Platters,Chris Armstrong,Wichita Falls,104710,37200,44543,Texas,508.66400000000004
SO - 0003653,In-Store,WARE-NMK1003,2019-05-15,2019-07-23,2019-08-15,2019-08-23,USD,6,0.1,3825.7000000000003,2218.906,Rochester Ltd,Clocks,Keith Griffin,West Palm Beach,106779,41474,45800,Florida,1606.7940000000003
SO - 0003654,In-Store,WARE-NMK1003,2019-02-04,2019-07-23,2019-08-10,2019-08-18,USD,3,0.05,737.0,582.23,Amylin Group,Bean Bags,Stephen Payne,Highlands Ranch,101350,37157,108570,Colorado,154.76999999999998
SO - 0003655,In-Store,WARE-NBV1002,2019-05-15,2019-07-23,2019-08-15,2019-08-20,USD,3,0.075,1969.8,1260.672,Wuxi Group,Bedroom Furniture,Adam Hernandez,Pomona,153266,39378,49186,California,709.1279999999999
SO - 0003656,In-Store,WARE-NBV1002,2019-05-15,2019-07-23,2019-08-12,2019-08-15,USD,4,0.05,1058.6000000000001,423.44000000000005,"Exact-Rx, Corp",Baseball,Chris Armstrong,Santa Ana,335400,74757,52253,California,635.1600000000001
SO - 0003657,In-Store,WARE-UHY1004,2019-05-15,2019-07-23,2019-07-29,2019-08-08,USD,7,0.075,180.9,72.36,Wuxi Group,Collectibles,Adam Hernandez,Detroit,677116,255740,25764,Michigan,108.54
SO - 0003658,Online,WARE-PUJ1005,2019-05-15,2019-07-23,2019-07-26,2019-07-29,USD,8,0.3,2519.2000000000003,1964.9760000000003,WakeFern ,Platters,Roger Alexander,Lubbock,249042,90433,44648,Texas,554.2239999999999
SO - 0003659,Online,WARE-PUJ1005,2019-05-15,2019-07-23,2019-08-12,2019-08-15,USD,3,0.075,3839.1,2073.114,OHTA'S Corp,Outdoor Decor,Anthony Berry,Eugene,163460,66093,43101,Oregon,1765.9859999999999
SO - 0003660,Wholesale,WARE-XYS1001,2019-05-15,2019-07-24,2019-08-14,2019-08-22,USD,7,0.075,5226.0,3814.98,Ohio ,Candleholders,Carlos Miller,El Cajon,103679,32564,45925,California,1411.02
SO - 0003661,Online,WARE-MKL1006,2019-05-15,2019-07-24,2019-08-16,2019-08-19,USD,1,0.075,268.0,217.08,Prasco Group,Candles,Roger Alexander,Richmond,220289,87224,40758,Virginia,50.91999999999999
SO - 0003662,In-Store,WARE-MKL1006,2019-05-15,2019-07-24,2019-08-02,2019-08-03,USD,3,0.075,1742.0,1027.78,Qualitest ,Candleholders,Chris Armstrong,Waco,132356,46719,33147,Texas,714.22
SO - 0003663,Online,WARE-NMK1003,2019-05-15,2019-07-24,2019-08-16,2019-08-19,USD,7,0.05,871.0,435.5,WakeFern ,Accessories,Shawn Wallace,Lakeland,104401,39376,39706,Florida,435.5
SO - 0003664,In-Store,WARE-UHY1004,2019-05-15,2019-07-24,2019-08-09,2019-08-11,USD,1,0.2,247.9,138.824,"Elorac, Corp",Stemware,Joshua Bennett,Raleigh,451066,170366,55398,North Carolina,109.076
SO - 0003665,Distributor,WARE-PUJ1005,2019-02-04,2019-07-24,2019-08-08,2019-08-10,USD,2,0.075,1869.3,915.957,Ole Group,Bedroom Furniture,Anthony Torres,Killeen,140806,46952,47763,Texas,953.343
SO - 0003666,In-Store,WARE-UHY1004,2019-05-15,2019-07-24,2019-07-30,2019-08-03,USD,6,0.05,2579.5,1160.775,Ohio ,Pillows,Keith Griffin,Billings,110263,44092,51012,Montana,1418.725
SO - 0003667,In-Store,WARE-NBV1002,2019-05-15,2019-07-24,2019-07-27,2019-08-05,USD,8,0.075,1956.4,1212.968,"3LAB, Ltd",Wall Coverings,Joshua Little,San Mateo,103536,37861,90208,California,743.432
SO - 0003668,Online,WARE-UHY1004,2019-05-15,2019-07-24,2019-08-07,2019-08-12,USD,1,0.05,2519.2000000000003,1864.208,Pacific Ltd,Bathroom Furniture,Roger Alexander,Shreveport,197204,77500,38583,Louisiana,654.9920000000002
SO - 0003669,In-Store,WARE-PUJ1005,2019-05-15,2019-07-25,2019-08-02,2019-08-04,USD,1,0.4,797.3000000000001,597.975,U.S. Ltd,Pillows,Joshua Little,Killeen,140806,46952,47763,Texas,199.32500000000005
SO - 0003670,Online,WARE-UHY1004,2019-02-04,2019-07-25,2019-08-04,2019-08-11,USD,3,0.075,5366.7,3542.022,S.S.S. Group,Bean Bags,Nicholas Cunningham,Greensboro,285342,114080,41628,North Carolina,1824.6779999999999
SO - 0003671,In-Store,WARE-NMK1003,2019-05-15,2019-07-25,2019-08-06,2019-08-09,USD,3,0.2,3343.3,1370.753,S.S.S. Group,Ornaments,Chris Armstrong,West Palm Beach,106779,41474,45800,Florida,1972.5470000000003
SO - 0003672,In-Store,WARE-UHY1004,2019-05-15,2019-07-25,2019-08-08,2019-08-13,USD,2,0.2,3939.6,2836.5119999999997,Pacific Ltd,Furniture Cushions,Adam Hernandez,Cary,159769,56034,91579,North Carolina,1103.0880000000002
SO - 0003673,Distributor,WARE-XYS1001,2019-05-15,2019-07-25,2019-08-17,2019-08-18,USD,5,0.075,2659.9,1542.742,O.E. Ltd,Floral,Roy Rice,Norwalk,107140,27225,59756,California,1117.1580000000001
SO - 0003674,Online,WARE-PUJ1005,2019-02-04,2019-07-26,2019-08-04,2019-08-07,USD,4,0.1,737.0,405.35,Bare ,Bean Bags,Todd Roberts,Cincinnati,298550,133039,33604,Ohio,331.65
SO - 0003675,Online,WARE-UHY1004,2019-05-15,2019-07-26,2019-08-01,2019-08-09,USD,4,0.075,3108.8,2549.216,Ole Group,Floor Lamps,Todd Roberts,Ann Arbor,117070,47179,55990,Michigan,559.5840000000003
SO - 0003676,Wholesale,WARE-NMK1003,2019-05-15,2019-07-26,2019-08-12,2019-08-17,USD,5,0.3,3423.7000000000003,2191.168,Ei ,Rugs,Carlos Miller,Wayne,106185,41596,32194,Indiana,1232.5320000000002
SO - 0003677,In-Store,WARE-NBV1002,2019-02-04,2019-07-26,2019-08-06,2019-08-07,USD,1,0.05,180.9,121.20300000000002,Pacific Ltd,Blankets,George Lewis,Pomona,153266,39378,49186,California,59.69699999999999
SO - 0003678,Online,WARE-PUJ1005,2019-05-15,2019-07-26,2019-08-14,2019-08-19,USD,8,0.05,1232.8,505.448,Medline ,Bathroom Furniture,Paul Holmes,Toledo,279789,117531,33687,Ohio,727.352
SO - 0003679,Distributor,WARE-NMK1003,2019-05-15,2019-07-26,2019-08-03,2019-08-09,USD,7,0.075,6311.400000000001,3218.8140000000003,Niconovum Corp,Collectibles,Samuel Fowler,Lafayette,127657,50025,46517,Louisiana,3092.5860000000002
SO - 0003680,Online,WARE-PUJ1005,2019-05-15,2019-07-26,2019-08-01,2019-08-02,USD,4,0.15,1072.0,728.96,New Ltd,Sculptures,Paul Holmes,Austin,931830,351195,57689,Texas,343.03999999999996
SO - 0003681,In-Store,WARE-PUJ1005,2019-05-15,2019-07-26,2019-08-19,2019-08-24,USD,7,0.075,268.0,155.44,O.E. Ltd,Furniture Cushions,Shawn Cook,Akron,197542,83684,34512,Ohio,112.56
SO - 0003682,Online,WARE-UHY1004,2019-05-15,2019-07-27,2019-08-01,2019-08-06,USD,7,0.05,951.4,627.924,Llorens Ltd,Ornaments,Frank Brown,Worcester,184815,68576,45472,Massachusetts,323.476
SO - 0003683,Online,WARE-UHY1004,2019-05-15,2019-07-27,2019-08-07,2019-08-13,USD,5,0.1,2592.9,2203.965,Amylin Group,Cookware,Frank Brown,Raleigh,451066,170366,55398,North Carolina,388.93499999999995
SO - 0003684,Online,WARE-NMK1003,2019-05-15,2019-07-27,2019-08-12,2019-08-20,USD,6,0.075,1159.1000000000001,741.8240000000001,E. Ltd,Ornaments,Roger Alexander,Lakeland,104401,39376,39706,Florida,417.27600000000007
SO - 0003685,Online,WARE-NBV1002,2019-05-15,2019-07-27,2019-08-21,2019-08-30,USD,1,0.075,2532.6,1646.19,Pure Group,Wardrobes,Todd Roberts,Sunnyvale,151754,55094,105401,California,886.4099999999999
SO - 0003686,In-Store,WARE-UHY1004,2019-05-15,2019-07-27,2019-08-20,2019-08-26,USD,6,0.2,1996.6000000000001,1557.3480000000002,Trigen ,Pendants,George Lewis,Lansing,115056,48414,35563,Michigan,439.25199999999995
SO - 0003687,Wholesale,WARE-UHY1004,2019-05-15,2019-07-27,2019-08-16,2019-08-21,USD,5,0.075,1051.9,610.102,E. Ltd,Photo Frames,Carlos Miller,Wilmington,115933,48425,42128,North Carolina,441.7980000000001
SO - 0003688,Online,WARE-NMK1003,2019-05-15,2019-07-27,2019-08-05,2019-08-13,USD,2,0.15,1842.5,773.85,"Apotheca, Ltd",Rugs,Todd Roberts,Milton,118844,43510,84039,Illinois,1068.65
SO - 0003689,Distributor,WARE-PUJ1005,2019-05-15,2019-07-27,2019-08-12,2019-08-13,USD,5,0.1,2438.8,1926.6520000000003,Llorens Ltd,Bathroom Furniture,Samuel Fowler,Portland,632309,254167,55003,Oregon,512.1479999999999
SO - 0003690,Online,WARE-NMK1003,2019-02-04,2019-07-28,2019-08-03,2019-08-13,USD,2,0.15,3999.9,2279.9429999999998,AuroMedics Corp,Wreaths,Paul Holmes,Cedar Rapids,130405,53328,53581,Iowa,1719.9570000000003
SO - 0003691,In-Store,WARE-PUJ1005,2019-05-15,2019-07-28,2019-08-25,2019-08-29,USD,6,0.075,3892.7000000000003,2413.474,Victory Ltd,Floor Lamps,Stephen Payne,Dallas,1300092,477249,43781,Texas,1479.226
SO - 0003692,In-Store,WARE-XYS1001,2019-02-04,2019-07-28,2019-08-15,2019-08-23,USD,3,0.1,3959.7000000000003,3048.9690000000005,Ole Group,Platters,Carl Nguyen,Corona,164226,48156,74149,California,910.7309999999998
SO - 0003693,In-Store,WARE-NMK1003,2019-02-04,2019-07-28,2019-08-12,2019-08-14,USD,4,0.05,6204.2,4963.360000000001,Procter Corp,Vases,Joshua Little,St. Petersburg,257083,105443,45748,Florida,1240.8399999999992
SO - 0003694,In-Store,WARE-UHY1004,2019-05-15,2019-07-28,2019-08-07,2019-08-16,USD,2,0.075,1098.8,791.136,Apollo Ltd,Home Fragrances,Keith Griffin,Fargo,118523,49962,46175,North Dakota,307.664
SO - 0003695,In-Store,WARE-NMK1003,2019-05-15,2019-07-28,2019-08-12,2019-08-13,USD,4,0.2,1916.2,1398.826,O.E. Ltd,Phones,Shawn Cook,Milton,118844,43510,84039,Illinois,517.374
SO - 0003696,In-Store,WARE-NMK1003,2019-05-15,2019-07-28,2019-08-20,2019-08-25,USD,8,0.1,3986.5,3149.335,S.S.S. Group,Home Fragrances,Joshua Ryan,Baton Rouge,228590,88476,39876,Louisiana,837.165
SO - 0003697,Online,WARE-NMK1003,2019-05-15,2019-07-29,2019-08-01,2019-08-11,USD,7,0.15,2532.6,1874.124,Nipro ,Computers,Frank Brown,Joliet,147861,46895,60976,Illinois,658.4759999999999
SO - 0003698,Distributor,WARE-NBV1002,2019-05-15,2019-07-29,2019-08-24,2019-08-29,USD,4,0.075,1011.7,566.5520000000001,OUR Ltd,Photo Frames,Roy Rice,Pasadena,142250,54536,72402,California,445.1479999999999
SO - 0003699,Online,WARE-MKL1006,2019-02-04,2019-07-29,2019-08-07,2019-08-10,USD,8,0.05,6331.5,2975.805,ETUDE Ltd,Vanities,Nicholas Cunningham,Spokane,213272,87623,42386,Washington,3355.695
SO - 0003700,Distributor,WARE-MKL1006,2019-02-04,2019-07-29,2019-08-24,2019-08-25,USD,2,0.3,5413.6,3735.384,Burt's Corp,Wall Coverings,Joe Price,Everett,108010,42079,49578,Washington,1678.2160000000003
SO - 0003701,In-Store,WARE-NMK1003,2019-05-15,2019-07-29,2019-08-16,2019-08-24,USD,8,0.1,234.5,136.01,Uriel Group,Bean Bags,Joshua Ryan,Waterbury (Town),108802,40213,40467,Connecticut,98.49000000000001
SO - 0003702,Distributor,WARE-NMK1003,2019-05-15,2019-07-29,2019-08-03,2019-08-12,USD,5,0.2,241.20000000000002,168.84,Trigen ,Accessories,Joe Price,Orlando,270934,105359,42318,Florida,72.36000000000001
SO - 0003703,In-Store,WARE-NMK1003,2019-05-15,2019-07-29,2019-08-17,2019-08-20,USD,5,0.075,247.9,168.572,Winthrop ,Cookware,Joshua Bennett,New Haven,130322,49771,37192,Connecticut,79.328
SO - 0003704,Online,WARE-UHY1004,2019-02-04,2019-07-29,2019-08-18,2019-08-27,USD,6,0.3,6559.3,3345.243,Ei ,Blankets,Roger Alexander,Las Vegas,623747,215614,50202,Nevada,3214.0570000000002
SO - 0003705,In-Store,WARE-NMK1003,2019-05-15,2019-07-29,2019-08-07,2019-08-15,USD,3,0.15,1989.9,1591.92,Prasco Group,Baseball,Jerry Green,Kansas City,151306,54629,38749,Kansas,397.98
SO - 0003706,Online,WARE-PUJ1005,2019-05-15,2019-07-29,2019-08-15,2019-08-21,USD,8,0.05,964.8000000000001,627.1200000000001,Eminence Corp,Clocks,Paul Holmes,Carrollton,133168,45263,69368,Texas,337.67999999999995
SO - 0003707,In-Store,WARE-NMK1003,2019-05-15,2019-07-30,2019-08-05,2019-08-12,USD,8,0.075,1072.0,536.0,Avon Corp,Wardrobes,Jerry Green,Wayne,106185,41596,32194,Indiana,536.0
SO - 0003708,Wholesale,WARE-XYS1001,2019-05-15,2019-07-30,2019-08-13,2019-08-23,USD,4,0.05,187.6,146.328,Linde ,Serveware,Carlos Miller,Phoenix,1563025,525610,47326,Arizona,41.27199999999999
SO - 0003709,Online,WARE-UHY1004,2019-05-15,2019-07-31,2019-08-08,2019-08-14,USD,6,0.05,3919.5,1606.995,Weimei Corp,Bathroom Furniture,Anthony Berry,Durham,257636,100513,50420,North Carolina,2312.505
SO - 0003710,Distributor,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-27,2019-08-31,USD,7,0.05,2418.7000000000003,1547.9680000000003,Amylin Group,Table Linens,Joe Price,Aurora (Township),148308,44798,49797,Illinois,870.732
SO - 0003711,In-Store,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-09,2019-08-18,USD,8,0.4,3350.0,1641.5,Linde ,Serveware,Joshua Little,Center,147837,59947,27572,Indiana,1708.5
SO - 0003712,In-Store,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-08,2019-08-16,USD,2,0.075,3966.4,2221.184,Llorens Ltd,Festive,Keith Griffin,Atlanta,463878,185820,47527,Georgia,1745.216
SO - 0003713,Distributor,WARE-XYS1001,2019-05-15,2019-07-31,2019-08-06,2019-08-11,USD,5,0.2,3999.9,2279.9429999999998,Wuxi Group,Pillows,Roy Rice,Tucson,531641,206342,37149,Arizona,1719.9570000000003
SO - 0003714,Distributor,WARE-XYS1001,2019-02-04,2019-07-31,2019-08-11,2019-08-21,USD,6,0.2,1192.6000000000001,536.6700000000001,OHTA'S Corp,Floral,Roy Rice,Antioch,110542,33718,64329,California,655.9300000000001
SO - 0003715,Online,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-12,2019-08-17,USD,6,0.15,1085.4,857.4660000000001,Capweld ,Wreaths,Frank Brown,Centennial,109741,38991,91941,Colorado,227.93399999999997
SO - 0003716,In-Store,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-10,2019-08-11,USD,4,0.05,5728.5,3437.1,Amylin Group,Photo Frames,Joshua Bennett,Des Moines,210330,81717,46290,Iowa,2291.4
SO - 0003717,In-Store,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-02,2019-08-08,USD,4,0.075,1045.2,533.052,New Ltd,Audio,George Lewis,Coral Springs,129485,40571,66430,Florida,512.148
SO - 0003718,In-Store,WARE-NMK1003,2019-05-15,2019-07-31,2019-08-19,2019-08-21,USD,8,0.05,2633.1,1474.536,Dharma Ltd,Computers,Shawn Cook,Savannah,145674,52798,36466,Georgia,1158.5639999999999
SO - 0003719,Online,WARE-MKL1006,2019-05-15,2019-07-31,2019-08-13,2019-08-23,USD,7,0.05,1855.9,1447.602,Llorens Ltd,Blankets,Nicholas Cunningham,Odessa,118968,39057,59337,Texas,408.298
SO - 0003720,Distributor,WARE-UHY1004,2019-05-15,2019-07-31,2019-08-20,2019-08-26,USD,2,0.075,2345.0,1664.9499999999998,Apollo Ltd,Dining Furniture,Douglas Tucker,Grand Rapids,195097,73026,40355,Michigan,680.0500000000002
SO - 0003721,Online,WARE-UHY1004,2019-05-15,2019-08-01,2019-08-07,2019-08-11,USD,4,0.075,5735.2,2810.248,OHTA'S Corp,Outdoor Furniture,Roger Alexander,Lansing,115056,48414,35563,Michigan,2924.9519999999998
SO - 0003722,Online,WARE-NMK1003,2019-05-15,2019-08-01,2019-08-29,2019-09-02,USD,4,0.05,2271.3,1612.623,Medsep Group,Bedroom Furniture,Roger Alexander,Honolulu,352769,127177,61442,Hawaii,658.6770000000001
SO - 0003723,Wholesale,WARE-PUJ1005,2019-05-15,2019-08-01,2019-08-09,2019-08-16,USD,4,0.05,1849.2,1312.932,Avon Corp,Dinnerware,Donald Reynolds,Brooklyn,2636735,880727,32135,New York,536.268
SO - 0003724,Distributor,WARE-MKL1006,2019-05-15,2019-08-01,2019-08-21,2019-08-28,USD,7,0.1,3832.4,1647.932,ETUDE Ltd,Pendants,Joe Price,Kent,126952,42233,60191,Washington,2184.468
SO - 0003725,Distributor,WARE-NMK1003,2019-05-15,2019-08-01,2019-08-20,2019-08-27,USD,6,0.05,2613.0,1776.8400000000001,Avon Corp,Bean Bags,Samuel Fowler,Boulder,107349,42165,58484,Colorado,836.1599999999999
SO - 0003726,Distributor,WARE-NBV1002,2019-05-15,2019-08-01,2019-08-26,2019-09-04,USD,5,0.15,187.6,157.584,Eminence Corp,Ornaments,Joe Price,Rialto,103132,25199,50971,California,30.01599999999999
SO - 0003727,Online,WARE-NMK1003,2019-05-15,2019-08-01,2019-08-11,2019-08-20,USD,1,0.3,180.9,115.77600000000001,Amylin Group,Photo Frames,Nicholas Cunningham,Macon,153515,57025,36568,Georgia,65.124
SO - 0003728,In-Store,WARE-NBV1002,2019-05-15,2019-08-01,2019-08-18,2019-08-19,USD,3,0.075,5138.900000000001,3597.23,Mylan Corp,Platters,George Lewis,Temecula,112011,32835,79925,California,1541.6700000000005
SO - 0003729,In-Store,WARE-MKL1006,2019-05-15,2019-08-01,2019-08-21,2019-08-28,USD,7,0.05,6210.900000000001,4223.412,Amylin Group,Table Lamps,Joshua Bennett,The Woodlands,102911,38114,109917,Texas,1987.4880000000003
SO - 0003730,Distributor,WARE-XYS1001,2019-05-15,2019-08-01,2019-08-21,2019-08-26,USD,3,0.075,254.6,201.13400000000001,Trigen ,Platters,Douglas Tucker,Murrieta,109830,32685,74610,California,53.46599999999998
SO - 0003731,Distributor,WARE-UHY1004,2019-02-04,2019-08-01,2019-08-22,2019-08-25,USD,3,0.1,1005.0,502.5,U.S. Ltd,Accessories,Samuel Fowler,Brooklyn,2636735,880727,32135,New York,502.5
SO - 0003732,Distributor,WARE-PUJ1005,2019-05-15,2019-08-01,2019-08-19,2019-08-29,USD,2,0.05,2432.1,1580.865,S.S.S. Group,Wine Storage,Patrick Graham,Clarksville,149176,51776,46947,Tennessee,851.2349999999999
SO - 0003733,Wholesale,WARE-UHY1004,2019-05-15,2019-08-01,2019-08-19,2019-08-20,USD,2,0.075,247.9,126.429,Capweld ,Dinnerware,Shawn Torres,Henderson,285667,104492,63120,Nevada,121.471
SO - 0003734,Wholesale,WARE-NMK1003,2019-05-15,2019-08-01,2019-08-22,2019-08-25,USD,2,0.1,1132.3,668.0569999999999,Trigen ,Wine Storage,Donald Reynolds,Lyons (Township),112890,39769,66065,Illinois,464.24300000000005
SO - 0003735,In-Store,WARE-NMK1003,2019-02-04,2019-08-02,2019-08-13,2019-08-21,USD,8,0.075,1038.5,664.64,"Apotheca, Ltd",Festive,Carl Nguyen,Davie,100882,33707,59680,Florida,373.86
SO - 0003736,Wholesale,WARE-UHY1004,2019-05-15,2019-08-02,2019-08-04,2019-08-13,USD,4,0.05,207.70000000000002,89.311,Sundial ,Cookware,Donald Reynolds,Omaha,443885,173764,49896,Nebraska,118.38900000000001
SO - 0003737,Wholesale,WARE-NMK1003,2019-05-15,2019-08-02,2019-08-16,2019-08-26,USD,7,0.05,2311.5,1733.625,Qualitest ,Mirrors,Donald Reynolds,Niles (Township),106229,37478,69857,Illinois,577.875
SO - 0003738,In-Store,WARE-UHY1004,2019-05-15,2019-08-02,2019-08-29,2019-09-07,USD,2,0.075,3001.6,2341.248,Amylin Group,Rugs,Adam Hernandez,Baltimore,621849,242268,42241,Maryland,660.3519999999999
SO - 0003739,Online,WARE-PUJ1005,2019-05-15,2019-08-02,2019-08-28,2019-08-29,USD,2,0.05,167.5,110.55000000000001,ETUDE Ltd,Wine Storage,Paul Holmes,Chattanooga,176588,70228,40177,Tennessee,56.94999999999999
SO - 0003740,Wholesale,WARE-PUJ1005,2019-05-15,2019-08-02,2019-08-22,2019-08-29,USD,4,0.075,3859.2000000000003,2006.784,Ascend Ltd,Accessories,Carlos Miller,Manhattan,1644518,738644,47030,New York,1852.4160000000002
SO - 0003741,In-Store,WARE-PUJ1005,2019-05-15,2019-08-02,2019-08-28,2019-09-01,USD,3,0.05,234.5,133.665,Qualitest ,Outdoor Decor,Jerry Green,Oklahoma City,631346,232254,47779,Oklahoma,100.83500000000001
SO - 0003742,Online,WARE-NMK1003,2019-05-15,2019-08-02,2019-08-23,2019-08-31,USD,4,0.15,1031.8,691.306,Avon Corp,Floral,Anthony Berry,Denver,682545,275795,53637,Colorado,340.4939999999999
SO - 0003743,Distributor,WARE-XYS1001,2019-05-15,2019-08-02,2019-08-30,2019-09-02,USD,5,0.05,3819.0,2826.06,Eminence Corp,Basketball,Samuel Fowler,Fairfield,112970,34623,67364,California,992.94
SO - 0003744,Distributor,WARE-NBV1002,2019-05-15,2019-08-02,2019-08-06,2019-08-15,USD,7,0.075,3678.3,2464.4610000000002,Wuxi Group,Platters,Douglas Tucker,Santa Clara,126215,43433,98914,California,1213.839
SO - 0003745,In-Store,WARE-PUJ1005,2019-05-15,2019-08-02,2019-08-17,2019-08-21,USD,6,0.075,971.5,417.745,Uriel Group,Pillows,Stephen Payne,Buffalo,258071,110549,31918,New York,553.755
SO - 0003746,In-Store,WARE-UHY1004,2019-05-15,2019-08-02,2019-08-06,2019-08-13,USD,2,0.4,6009.900000000001,4507.425,Niconovum Corp,Wall Coverings,Joshua Bennett,Minneapolis,410939,168385,51480,Minnesota,1502.4750000000004
SO - 0003747,Online,WARE-PUJ1005,2019-02-04,2019-08-02,2019-08-27,2019-08-29,USD,1,0.4,1118.9,783.23,Niconovum Corp,Floral,Anthony Berry,Houston,2296224,814599,46187,Texas,335.6700000000001
SO - 0003748,In-Store,WARE-UHY1004,2019-05-15,2019-08-02,2019-08-05,2019-08-09,USD,7,0.05,2693.4,2073.918,Nipro ,Computers,George Lewis,Paterson,147754,43037,32915,New Jersey,619.482
SO - 0003749,In-Store,WARE-XYS1001,2019-05-15,2019-08-03,2019-08-25,2019-09-03,USD,4,0.05,1748.7,1346.499,Eminence Corp,Pendants,Chris Armstrong,East Los Angeles,127610,31400,38766,California,402.201
SO - 0003750,Online,WARE-NMK1003,2019-05-15,2019-08-03,2019-08-08,2019-08-14,USD,2,0.075,1728.6000000000001,1175.448,Capweld ,Pendants,Carl Nguyen,Rockford,148278,58559,38716,Illinois,553.152
SO - 0003751,Distributor,WARE-UHY1004,2019-05-15,2019-08-03,2019-08-07,2019-08-12,USD,1,0.4,3959.7000000000003,2217.4320000000002,Dharma Ltd,Bedroom Furniture,Roy Rice,St. Louis,315685,139555,35599,Missouri,1742.268
SO - 0003752,Distributor,WARE-UHY1004,2019-05-15,2019-08-03,2019-08-25,2019-09-03,USD,2,0.05,783.9,423.30600000000004,"Elorac, Corp",Wardrobes,Patrick Graham,Wilmington,115933,48425,42128,North Carolina,360.59399999999994
SO - 0003753,In-Store,WARE-PUJ1005,2019-05-15,2019-08-03,2019-08-08,2019-08-16,USD,7,0.075,1795.6000000000001,1400.5680000000002,"PEDIFIX, Corp",Dining Furniture,Carl Nguyen,Grand Prairie,187809,59196,56475,Texas,395.0319999999999
